strain	taxonomyId	accession	isRef	level	chromosomeCount	length	scaffoldCount	scaffoldN50	scaffoldL50	coverage	gcPercent	annotationStatus	pairedAccession	species	speciesTaxonomyId	lineageTaxonomyIds	taxonomicGroup	taxonomicLevelDomain	taxonomicLevelRealm	taxonomicLevelKingdom	taxonomicLevelPhylum	taxonomicLevelClass	taxonomicLevelOrder	taxonomicLevelFamily	taxonomicLevelGenus	taxonomicLevelSpecies	taxonomicLevelStrain	ucscBrowser	genBank	refSeq	geneModelUrl
	5854	GCA_900097025.1	False	Chromosome	14.0	24471701	48.0	1578783.0	6.0	350.0x	19.5			Plasmodium reichenowi	5854	1,131567,2759,2698737,33630,5794,422676,5819,1639119,5820,418107,5854	Apicomplexa	Eukaryota			Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium reichenowi		https://genome.ucsc.edu/h/GCA_900097025.1	GCA_900097025.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/900/097/025/GCA_900097025.1/genes/GCA_900097025.1_PRG01.augustus.gtf.gz
M	5827	GCA_900180395.1	False	Chromosome	14.0	30617074	54.0	1715570.0	6.0	300.0x	37.5			Plasmodium cynomolgi	5827	1,131567,2759,2698737,33630,5794,422676,5819,1639119,5820,418103,5827	Apicomplexa	Eukaryota			Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium cynomolgi		https://genome.ucsc.edu/h/GCA_900180395.1	GCA_900180395.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/900/180/395/GCA_900180395.1/genes/GCA_900180395.1_PcyM.augustus.gtf.gz
	647221	GCA_900097045.1	False	Chromosome	14.0	21376081	96.0	1384258.0	5.0	350.0x	18.5			Plasmodium gaboni	647221	1,131567,2759,2698737,33630,5794,422676,5819,1639119,5820,418107,647221	Apicomplexa	Eukaryota			Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium gaboni		https://genome.ucsc.edu/h/GCA_900097045.1	GCA_900097045.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/900/097/045/GCA_900097045.1/genes/GCA_900097045.1_PGABG01.augustus.gtf.gz
	880534	GCA_900095595.1	False	Chromosome	14.0	24982595	53.0	1531866.0	6.0	100.0x	19.5			Plasmodium sp. gorilla clade G1	880534	1,131567,2759,2698737,33630,5794,422676,5819,1639119,5820,418107,880534	Apicomplexa	Eukaryota			Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium sp. gorilla clade G1		https://genome.ucsc.edu/h/GCA_900095595.1	GCA_900095595.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/900/095/595/GCA_900095595.1/genes/GCA_900095595.1_PPRFG01.augustus.gtf.gz
	880536	GCA_900097035.1	False	Chromosome	14.0	21840003	97.0	1355523.0	5.0	350.0x	18.5			Plasmodium sp. gorilla clade G3	880536	1,131567,2759,2698737,33630,5794,422676,5819,1639119,5820,418107,880536	Apicomplexa	Eukaryota			Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium sp. gorilla clade G3		https://genome.ucsc.edu/h/GCA_900097035.1	GCA_900097035.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/900/097/035/GCA_900097035.1/genes/GCA_900097035.1_PBLACG01.augustus.gtf.gz
PocGH01	36330	GCA_900090035.2	False	Chromosome	14.0	33451205	652.0	1039375.0	9.0	110.0x	28.5			Plasmodium ovale	36330	1,131567,2759,2698737,33630,5794,422676,5819,1639119,5820,418103,36330	Apicomplexa	Eukaryota			Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium ovale		https://genome.ucsc.edu/h/GCA_900090035.2	GCA_900090035.2		https://hgdownload.soe.ucsc.edu/hubs/GCA/900/090/035/GCA_900090035.2/genes/GCA_900090035.2_PocGH01.augustus.gtf.gz
PowCR01	36330	GCA_900090025.2	False	Chromosome	14.0	33492878	777.0	990241.0	9.0	80.0x	29.5			Plasmodium ovale	36330	1,131567,2759,2698737,33630,5794,422676,5819,1639119,5820,418103,36330	Apicomplexa	Eukaryota			Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium ovale		https://genome.ucsc.edu/h/GCA_900090025.2	GCA_900090025.2		https://hgdownload.soe.ucsc.edu/hubs/GCA/900/090/025/GCA_900090025.2/genes/GCA_900090025.2_PowCR01.augustus.gtf.gz
Aag2	7159	GCA_021653915.1	False	Contig		1723878797				76.0x	38.0			Aedes aegypti	7159	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7147,7148,43786,41827,7157,43817,1056966,7158,53541,7159	Arthropoda	Eukaryota		Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti		https://genome.ucsc.edu/h/GCA_021653915.1	GCA_021653915.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/021/653/915/GCA_021653915.1/genes/GCA_021653915.1_ASM2165391v1.augustus.gtf.gz
	5702	GCA_900497135.1	False	Scaffold		52565135	400.0	1329587.0	12.0	100.0x	44.0			Trypanosoma brucei	5691	1,131567,2759,2611352,33682,5653,2704647,2704949,5654,5690,39700,5691,5702	Kinetoplastea	Eukaryota			Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Trypanosoma	Trypanosoma brucei		https://genome.ucsc.edu/h/GCA_900497135.1	GCA_900497135.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/900/497/135/GCA_900497135.1/genes/GCA_900497135.1_HGAP3_Tb427v9.augustus.gtf.gz
N402 (ATCC 64974)	5061	GCA_900248155.1	False	Scaffold		35570168	19.0	2899611.0	4.0	160.0x	49.5			Aspergillus niger	5061	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,5042,1131492,5052,2720871,5061	Ascomycota	Eukaryota		Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger		https://genome.ucsc.edu/h/GCA_900248155.1	GCA_900248155.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/900/248/155/GCA_900248155.1/genes/GCA_900248155.1_Aniger_ATCC_64974_N402.augustus.gtf.gz
231	5693	GCA_900252365.1	False	Scaffold		35358190	8469.0	14202.0	586.0	42.0x	51.0			Trypanosoma cruzi	5693	1,131567,2759,2611352,33682,5653,2704647,2704949,5654,5690,47570,5693	Kinetoplastea	Eukaryota			Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Trypanosoma	Trypanosoma cruzi		https://genome.ucsc.edu/h/GCA_900252365.1	GCA_900252365.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/900/252/365/GCA_900252365.1/genes/GCA_900252365.1_TcIII_231rod.augustus.gtf.gz
PvW1	5855	GCA_914969965.1	False	Contig		29002913				150.0x	40.0			Plasmodium vivax	5855	1,131567,2759,2698737,33630,5794,422676,5819,1639119,5820,418103,5855	Apicomplexa	Eukaryota			Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium vivax		https://genome.ucsc.edu/h/GCA_914969965.1	GCA_914969965.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/914/969/965/GCA_914969965.1/genes/GCA_914969965.1_5987STDY8548200.augustus.gtf.gz
	5855	GCA_949152365.1	False	Contig		29436530				820.0x	39.5			Plasmodium vivax	5855	1,131567,2759,2698737,33630,5794,422676,5819,1639119,5820,418103,5855	Apicomplexa	Eukaryota			Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium vivax		https://genome.ucsc.edu/h/GCA_949152365.1	GCA_949152365.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/949/152/365/GCA_949152365.1/genes/GCA_949152365.1_PVPAM.augustus.gtf.gz
Rahman	294381	GCA_917563895.1	False	Scaffold		25196438	18523.0	15672.0	368.0	13.0x	30.5			Entamoeba histolytica	5759	1,131567,2759,554915,2605435,555406,2682482,33084,5758,5759,294381	Amoebozoa	Eukaryota			Evosea		Mastigamoebida	Entamoebidae	Entamoeba	Entamoeba histolytica	Entamoeba histolytica HM-1:IMSS	https://genome.ucsc.edu/h/GCA_917563895.1	GCA_917563895.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/917/563/895/GCA_917563895.1/genes/GCA_917563895.1_Assembly_1.augustus.gtf.gz
DS4-868	885310	GCA_018466815.1	False	Contig		19756685				160.0x	24.5			Entamoeba histolytica	5759	1,131567,2759,554915,2605435,555406,2682482,33084,5758,5759,885310	Amoebozoa	Eukaryota			Evosea		Mastigamoebida	Entamoebidae	Entamoeba	Entamoeba histolytica	Entamoeba histolytica DS4-868	https://genome.ucsc.edu/h/GCA_018466815.1	GCA_018466815.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/018/466/815/GCA_018466815.1/genes/GCA_018466815.1_ASM1846681v1.augustus.gtf.gz
KU48	885312	GCA_019059535.1	False	Contig		16681068				42.0x	24.5			Entamoeba histolytica	5759	1,131567,2759,554915,2605435,555406,2682482,33084,5758,5759,885312	Amoebozoa	Eukaryota			Evosea		Mastigamoebida	Entamoebidae	Entamoeba	Entamoeba histolytica	Entamoeba histolytica KU48	https://genome.ucsc.edu/h/GCA_019059535.1	GCA_019059535.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/019/059/535/GCA_019059535.1/genes/GCA_019059535.1_ASM1905953v1.augustus.gtf.gz
KU50	885313	GCA_020283535.1	False	Contig		11890266				53.4x	25.5			Entamoeba histolytica	5759	1,131567,2759,554915,2605435,555406,2682482,33084,5758,5759,885313	Amoebozoa	Eukaryota			Evosea		Mastigamoebida	Entamoebidae	Entamoeba	Entamoeba histolytica	Entamoeba histolytica KU50	https://genome.ucsc.edu/h/GCA_020283535.1	GCA_020283535.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/020/283/535/GCA_020283535.1/genes/GCA_020283535.1_ASM2028353v1.augustus.gtf.gz
	5741	GCA_022985015.1	False	Contig		10703342				55.0x	49.0			Giardia intestinalis	5741	1,131567,2759,2611341,207245,5738,5739,68459,5740,5741	Metamonada	Eukaryota			Fornicata		Diplomonadida	Hexamitidae	Giardia	Giardia intestinalis		https://genome.ucsc.edu/h/GCA_022985015.1	GCA_022985015.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/022/985/015/GCA_022985015.1/genes/GCA_022985015.1_USDA_CIA_1.augustus.gtf.gz
	5741	GCA_022985025.1	False	Scaffold		13122791	260.0	93060.0	37.0	254.0x	41.0			Giardia intestinalis	5741	1,131567,2759,2611341,207245,5738,5739,68459,5740,5741	Metamonada	Eukaryota			Fornicata		Diplomonadida	Hexamitidae	Giardia	Giardia intestinalis		https://genome.ucsc.edu/h/GCA_022985025.1	GCA_022985025.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/022/985/025/GCA_022985025.1/genes/GCA_022985025.1_USDA_DID_1.augustus.gtf.gz
NRRL62905	948311	GCA_900029915.1	False	Scaffold		43166078	155.0	874474.0	16.0	98.0x	48.5			Fusarium proliferatum	948311	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147550,222543,5125,110618,5506,171627,948311	Ascomycota	Eukaryota		Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium proliferatum		https://genome.ucsc.edu/h/GCA_900029915.1	GCA_900029915.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/900/029/915/GCA_900029915.1/genes/GCA_900029915.1_F._proliferatum_NRRL62905_version_1.augustus.gtf.gz
C3	5755	GCA_021020595.1	False	Contig		46148651				50.0x	58.5			Acanthamoeba castellanii	5755	1,131567,2759,554915,555280,1485168,555407,33677,5754,5755	Amoebozoa	Eukaryota			Discosea		Longamoebia	Acanthamoebidae	Acanthamoeba	Acanthamoeba castellanii		https://genome.ucsc.edu/h/GCA_021020595.1	GCA_021020595.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/021/020/595/GCA_021020595.1/genes/GCA_021020595.1_ASM2102059v1.augustus.gtf.gz
Neff	5755	GCA_021020605.1	False	Contig		43828572				50.0x	58.5			Acanthamoeba castellanii	5755	1,131567,2759,554915,555280,1485168,555407,33677,5754,5755	Amoebozoa	Eukaryota			Discosea		Longamoebia	Acanthamoebidae	Acanthamoeba	Acanthamoeba castellanii		https://genome.ucsc.edu/h/GCA_021020605.1	GCA_021020605.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/021/020/605/GCA_021020605.1/genes/GCA_021020605.1_ASM2102060v1.augustus.gtf.gz
RACE1	2867405	GCA_900237765.1	False	Contig		116475897				50.0x	43.5			Blumeria hordei	2867405	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147548,5120,34371,34372,2867405	Ascomycota	Eukaryota		Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Blumeria	Blumeria hordei		https://genome.ucsc.edu/h/GCA_900237765.1	GCA_900237765.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/900/237/765/GCA_900237765.1/genes/GCA_900237765.1_BghRACE1_v1.augustus.gtf.gz
	34620	GCA_023375915.1	False	Contig		2116959777				38.0x	46.5			Dermacentor andersoni	34620	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,6843,6854,6933,6934,6935,297308,6939,426437,34619,34620	Arthropoda	Eukaryota		Metazoa	Arthropoda	Arachnida	Ixodida	Ixodidae	Dermacentor	Dermacentor andersoni		https://genome.ucsc.edu/h/GCA_023375915.1	GCA_023375915.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/023/375/915/GCA_023375915.1/genes/GCA_023375915.1_qqDerAnde1.1_alternate_haplotype.augustus.gtf.gz
1802A	32595	GCA_018398725.1	False	Scaffold		9549027	79.0	979455.0	4.0	43.0x	45.5	Full annotation		Babesia divergens	32595	1,131567,2759,2698737,33630,5794,422676,5863,32594,5864,32595	Apicomplexa	Eukaryota			Apicomplexa	Aconoidasida	Piroplasmida	Babesiidae	Babesia	Babesia divergens		https://genome.ucsc.edu/h/GCA_018398725.1	GCA_018398725.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/018/398/725/GCA_018398725.1/genes/GCA_018398725.1_ASM1839872v1.augustus.gtf.gz
	179676	GCA_900258525.3	False	Contig		155941109				125.0x	28.5			Culicoides sonorensis	179676	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7147,7148,43786,41828,41819,43801,58262,41820,58277,179676	Arthropoda	Eukaryota		Metazoa	Arthropoda	Insecta	Diptera	Ceratopogonidae	Culicoides	Culicoides sonorensis		https://genome.ucsc.edu/h/GCA_900258525.3	GCA_900258525.3		https://hgdownload.soe.ucsc.edu/hubs/GCA/900/258/525/GCA_900258525.3/genes/GCA_900258525.3_C_sonorensis_v2_redundans.augustus.gtf.gz
MF1	100861	GCA_021527665.1	False	Scaffold		59739872	7789.0	24852.0	633.0	20.0x	47.5			Aphanomyces euteiches	100861	1,131567,2759,2698737,33634,4762,4763,4764,100860,100861	Oomycota	Eukaryota			Oomycota		Saprolegniales	Saprolegniaceae	Aphanomyces	Aphanomyces euteiches		https://genome.ucsc.edu/h/GCA_021527665.1	GCA_021527665.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/021/527/665/GCA_021527665.1/genes/GCA_021527665.1_ASM2152766v1.augustus.gtf.gz
UTAD17	36035	GCA_900491785.1	False	Scaffold		10785241	1360.0	10980.0	308.0	470.0x	31.0			Saccharomycodes ludwigii	36035	1,131567,2759,33154,4751,451864,4890,716545,147537,4891,3243779,34365,36034,36035	Ascomycota	Eukaryota		Fungi	Ascomycota	Saccharomycetes	Saccharomycodales	Saccharomycodaceae	Saccharomycodes	Saccharomycodes ludwigii		https://genome.ucsc.edu/h/GCA_900491785.1	GCA_900491785.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/900/491/785/GCA_900491785.1/genes/GCA_900491785.1_S_ludwigii_v1.augustus.gtf.gz
WA1	323732	GCA_024586265.1	False	Contig		7857449				98.4x	37.5			Babesia duncani	323732	1,131567,2759,2698737,33630,5794,422676,5863,32594,5864,323732	Apicomplexa	Eukaryota			Apicomplexa	Aconoidasida	Piroplasmida	Babesiidae	Babesia	Babesia duncani		https://genome.ucsc.edu/h/GCA_024586265.1	GCA_024586265.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/024/586/265/GCA_024586265.1/genes/GCA_024586265.1_ASM2458626v1.augustus.gtf.gz
	51637	GCA_022530875.1	False	Contig		30830598				10.0x	36.5			Naegleria lovaniensis	51637	1,131567,2759,2611352,5752,2601529,2601530,5765,5761,51637		Eukaryota			Heterolobosea			Vahlkampfiidae	Naegleria	Naegleria lovaniensis		https://genome.ucsc.edu/h/GCA_022530875.1	GCA_022530875.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/022/530/875/GCA_022530875.1/genes/GCA_022530875.1_ASM2253087v1.augustus.gtf.gz
2922-C6/04-290x	135588	GCA_020184695.1	False	Contig		43133364				200.0x	29.0			Histomonas meleagridis	135588	1,131567,2759,2611341,5719,740972,740973,135587,135588	Metamonada	Eukaryota			Parabasalia		Tritrichomonadida	Dientamoebidae	Histomonas	Histomonas meleagridis		https://genome.ucsc.edu/h/GCA_020184695.1	GCA_020184695.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/020/184/695/GCA_020184695.1/genes/GCA_020184695.1_ASM2018469v1.augustus.gtf.gz
Swiss	27973	GCA_018342045.1	False	Contig		2255675				721.0x	43.5			Encephalitozoon hellem	27973	1,131567,2759,33154,4751,112252,6029,6032,36734,6033,27973	Microsporidia	Eukaryota		Fungi	Microsporidia			Unikaryonidae	Encephalitozoon	Encephalitozoon hellem		https://genome.ucsc.edu/h/GCA_018342045.1	GCA_018342045.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/018/342/045/GCA_018342045.1/genes/GCA_018342045.1_Swiss_hellem_version_1.augustus.gtf.gz
UTAD222	56406	GCA_900119595.1	False	Scaffold		9037850	208.0	91417.0	32.0	1400.0x	31.0			Hanseniaspora guilliermondii	56406	1,131567,2759,33154,4751,451864,4890,716545,147537,4891,3243779,34365,29832,56406	Ascomycota	Eukaryota		Fungi	Ascomycota	Saccharomycetes	Saccharomycodales	Saccharomycodaceae	Hanseniaspora	Hanseniaspora guilliermondii		https://genome.ucsc.edu/h/GCA_900119595.1	GCA_900119595.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/900/119/595/GCA_900119595.1/genes/GCA_900119595.1_version_1.augustus.gtf.gz
NIH4 ATCC 30207	43075	GCA_900231805.1	False	Contig		46742176				53.0x	34.5			Trichomonas tenax	43075	1,131567,2759,2611341,5719,37104,181550,5721,43075	Metamonada	Eukaryota			Parabasalia		Trichomonadida	Trichomonadidae	Trichomonas	Trichomonas tenax		https://genome.ucsc.edu/h/GCA_900231805.1	GCA_900231805.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/900/231/805/GCA_900231805.1/genes/GCA_900231805.1_PRJEB22701.augustus.gtf.gz
	2919604	GCA_027943245.1	False	Contig		49327326				20.0x	58.0			Acanthamoeba sp. SK_2022b	2919604	1,131567,2759,554915,555280,1485168,555407,33677,5754,279890,2919604	Amoebozoa	Eukaryota			Discosea		Longamoebia	Acanthamoebidae	Acanthamoeba	Acanthamoeba sp. SK_2022b		https://genome.ucsc.edu/h/GCA_027943245.1	GCA_027943245.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/027/943/245/GCA_027943245.1/genes/GCA_027943245.1_ASM2794324v1.augustus.gtf.gz
	2919605	GCA_027943295.1	False	Contig		45794930				20.0x	57.5			Acanthamoeba sp. SK_2022a	2919605	1,131567,2759,554915,555280,1485168,555407,33677,5754,279890,2919605	Amoebozoa	Eukaryota			Discosea		Longamoebia	Acanthamoebidae	Acanthamoeba	Acanthamoeba sp. SK_2022a		https://genome.ucsc.edu/h/GCA_027943295.1	GCA_027943295.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/027/943/295/GCA_027943295.1/genes/GCA_027943295.1_ASM2794329v1.augustus.gtf.gz
	2600580	GCA_902459845.2	False	Scaffold		19948942	2439.0	18338.0	356.0	95.0x	22.0			Hepatocystis sp. ex Piliocolobus tephrosceles	2600580	1,131567,2759,2698737,33630,5794,422676,5819,1639119,77566,2632946,2600580	Apicomplexa	Eukaryota			Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Hepatocystis	Hepatocystis sp. ex Piliocolobus tephrosceles		https://genome.ucsc.edu/h/GCA_902459845.2	GCA_902459845.2		https://hgdownload.soe.ucsc.edu/hubs/GCA/902/459/845/GCA_902459845.2/genes/GCA_902459845.2_HEP1.augustus.gtf.gz
	2919603	GCA_027944975.1	False	Contig		15696870				20.0x	60.5			Acanthamoeba sp. SK_2022c	2919603	1,131567,2759,554915,555280,1485168,555407,33677,5754,279890,2919603	Amoebozoa	Eukaryota			Discosea		Longamoebia	Acanthamoebidae	Acanthamoeba	Acanthamoeba sp. SK_2022c		https://genome.ucsc.edu/h/GCA_027944975.1	GCA_027944975.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/027/944/975/GCA_027944975.1/genes/GCA_027944975.1_ASM2794497v1.augustus.gtf.gz
CBS 138	5478	GCF_000002545.3	False	Chromosome	13.0	12318245	13.0	1100349.0	5.0		38.5	Full annotation	GCA_000002545.2	Nakaseomyces glabratus	5478	1,131567,2759,33154,4751,451864,4890,716545,147537,4891,4892,4893,374468,5478	Ascomycota	Eukaryota		Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces glabratus		https://genome.ucsc.edu/h/GCF_000002545.3	GCA_000002545.2	GCF_000002545.3	https://hgdownload.soe.ucsc.edu/hubs/GCF/000/002/545/GCF_000002545.3/genes/GCF_000002545.3_ASM254v2.ncbiRefSeq.gtf.gz
CLIB122	284591	GCF_000002525.2	False	Chromosome	6.0	20502981	6.0	3633272.0	3.0		49.0	Full annotation	GCA_000002525.1	Yarrowia lipolytica	4952	1,131567,2759,33154,4751,451864,4890,716545,147537,3239873,3243772,3316682,4951,4952,284591	Ascomycota	Eukaryota		Fungi	Ascomycota	Dipodascomycetes	Dipodascales		Yarrowia	Yarrowia lipolytica	Yarrowia lipolytica CLIB122	https://genome.ucsc.edu/h/GCF_000002525.2	GCA_000002525.1	GCF_000002525.2	https://hgdownload.soe.ucsc.edu/hubs/GCF/000/002/525/GCF_000002525.2/genes/GCF_000002525.2_ASM252v1.ncbiRefSeq.gtf.gz
EATRO1125	5691	GCA_019096175.1	False	Chromosome	11.0	64114264	696.0	2069913.0	9.0	30.0x	43.0			Trypanosoma brucei	5691	1,131567,2759,2611352,33682,5653,2704647,2704949,5654,5690,39700,5691	Kinetoplastea	Eukaryota			Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Trypanosoma	Trypanosoma brucei		https://genome.ucsc.edu/h/GCA_019096175.1	GCA_019096175.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/019/096/175/GCA_019096175.1/genes/GCA_019096175.1_IZB_EATRO1125_Draft_genome_1.0.augustus.gtf.gz
17XNL	352914	GCF_000003085.2	False	Contig		23125449				5.0x			GCA_000003085.2	Plasmodium yoelii	5861	1,131567,2759,2698737,33630,5794,422676,5819,1639119,5820,418101,5861,73239,352914	Apicomplexa	Eukaryota			Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium yoelii	Plasmodium yoelii yoelii 17XNL	https://genome.ucsc.edu/h/GCF_000003085.2	GCA_000003085.2	GCF_000003085.2	https://hgdownload.soe.ucsc.edu/hubs/GCF/000/003/085/GCF_000003085.2/genes/GCF_000003085.2_ASM308v2.ncbiRefSeq.gtf.gz
ATCC 18224	441960	GCF_000001985.1	False	Scaffold		28643865	452.0	3339384.0	4.0	8.8x	46.5	Full annotation	GCA_000001985.1	Talaromyces marneffei	37727	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,5042,28568,5094,2752537,37727,441960	Ascomycota	Eukaryota		Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces marneffei	Talaromyces marneffei ATCC 18224	https://genome.ucsc.edu/h/GCF_000001985.1	GCA_000001985.1	GCF_000001985.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/000/001/985/GCF_000001985.1/genes/GCF_000001985.1_JCVI-PMFA1-2.0.ncbiRefSeq.gtf.gz
ATCC 42720	306902	GCF_000003835.1	False	Scaffold		12114892	9.0	1874050.0	3.0		44.5	Full annotation	GCA_000003835.1	Clavispora lusitaniae	36911	1,131567,2759,33154,4751,451864,4890,716545,147537,3239874,2916678,27319,36910,36911,306902	Ascomycota	Eukaryota		Fungi	Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Clavispora	Clavispora lusitaniae	Clavispora lusitaniae ATCC 42720	https://genome.ucsc.edu/h/GCF_000003835.1	GCA_000003835.1	GCF_000003835.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/000/003/835/GCF_000003835.1/genes/GCF_000003835.1_ASM383v1.ncbiRefSeq.gtf.gz
H37Rv	83332	GCF_000195955.2	True	Complete Genome	1.0	4411532	1.0	4411532.0	1.0		65.5		GCA_000195955.2	Mycobacterium tuberculosis	1773	1,131567,2,1783272,201174,1760,85007,1762,1763,77643,1773,83332	Bacteria	Bacteria		Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	Mycobacterium tuberculosis H37Rv	https://genome.ucsc.edu/h/GCF_000195955.2	GCA_000195955.2	GCF_000195955.2	
CD36	573826	GCF_000026945.1	True	Complete Genome	8.0	14618422	8.0	2267510.0	3.0		33.0	Full annotation	GCA_000026945.1	Candida dubliniensis	42374	1,131567,2759,33154,4751,451864,4890,716545,147537,3239874,2916678,766764,1535325,5475,42374,573826	Ascomycota	Eukaryota		Fungi	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Candida	Candida dubliniensis	Candida dubliniensis CD36	https://genome.ucsc.edu/h/GCF_000026945.1	GCA_000026945.1	GCF_000026945.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/000/026/945/GCF_000026945.1/genes/GCF_000026945.1_ASM2694v1.ncbiRefSeq.gtf.gz
CBS 10118	1296100	GCF_000512585.2	True	Complete Genome	8.0	24551665	8.0	4033336.0	2.0	86.0x	47.5	Full annotation	GCA_000512585.3	Kwoniella bestiolae	324769	1,131567,2759,33154,4751,451864,5204,5302,155616,5234,1884633,490731,324769,1296100	Basidiomycota	Eukaryota		Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Kwoniella	Kwoniella bestiolae	Kwoniella bestiolae CBS 10118	https://genome.ucsc.edu/h/GCA_000512585.3	GCA_000512585.3	GCF_000512585.2	https://hgdownload.soe.ucsc.edu/hubs/GCF/000/512/585/GCF_000512585.2/genes/GCF_000512585.2_ASM51258v3.ncbiRefSeq.gtf.gz
