Organism	Genome Source	Genome Version/Assembly ID	Is Reference Strain	Contigs	Supercontigs	Chromosomes	Species	Strain	VEuPathDB Project	taxId	asmId	genBank	refSeq	identical	sciName	comName	ucscBrowser	geneModelUrl
Biomphalaria glabrata XG47	INSDC	GCF_947242115.1	yes	0	25	18	Biomphalaria glabrata	XG47	VectorBase	6526	GCF_947242115.1_xgBioGlab47.1	GCA_947242115.1	GCF_947242115.1	False	Biomphalaria glabrata	bloodfluke planorb (primary hap 2022)	https://genome.ucsc.edu/h/GCF_947242115.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/947/242/115/GCF_947242115.1/genes/GCF_947242115.1_xgBioGlab47.1.ncbiRefSeq.gtf.gz
Blumeria graminis f. sp. triticale THUN-12	INSDC	GCA_905067625.1	no	0	25	11	Blumeria graminis	f. sp. triticale THUN-12	FungiDB	1689686	GCA_905067625.1_Bgtriticale_THUN12_genome_v1_2	GCA_905067625.1		False	Blumeria graminis f. sp. triticale	grass mildew (THUN-12 2021)	https://genome.ucsc.edu/h/GCA_905067625.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/905/067/625/GCA_905067625.1/genes/GCA_905067625.1_Bgtriticale_THUN12_genome_v1_2.augustus.gtf.gz
Blumeria hordei strain RACE1	INSDC	GCA_900237765.1	yes	0	99	0	Blumeria hordei	strain RACE1	FungiDB	2867405	GCA_900237765.1_BghRACE1_v1	GCA_900237765.1		False	Blumeria hordei	grass mildew (RACE1 RACE1 2018)	https://genome.ucsc.edu/h/GCA_900237765.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/900/237/765/GCA_900237765.1/genes/GCA_900237765.1_BghRACE1_v1.augustus.gtf.gz
Bremia lactucae strain SF5	INSDC	GCA_004359215.2	yes	0	201	19	Bremia lactucae	strain SF5	FungiDB	4779	GCA_004359215.2_BlacSF5v2	GCA_004359215.2	GCF_004359215.1	True	Bremia lactucae	lettuce downy mildew (SF5 2021)	https://genome.ucsc.edu/h/GCA_004359215.2	https://hgdownload.soe.ucsc.edu/hubs/GCA/004/359/215/GCA_004359215.2/genes/GCA_004359215.2_BlacSF5v2.augustus.gtf.gz
Balamuthia mandrillaris strain 2046	INSDC	GCA_001262475.1	no	0	14699	0	Balamuthia mandrillaris	strain 2046	AmoebaDB	66527	GCA_001262475.1_ASM126247v1	GCA_001262475.1		False	Balamuthia mandrillaris	B.mandrillaris (2046 2015)	https://genome.ucsc.edu/h/GCA_001262475.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/001/262/475/GCA_001262475.1/genes/GCA_001262475.1_ASM126247v1.augustus.gtf.gz
Balamuthia mandrillaris CDC-V039	INSDC	GCA_001185145.1	yes	0	1604	0	Balamuthia mandrillaris	CDC-V039	AmoebaDB	66527	GCA_001185145.1_ASM118514v1	GCA_001185145.1		False	Balamuthia mandrillaris	B.mandrillaris (CDC-V039 2015)	https://genome.ucsc.edu/h/GCA_001185145.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/001/185/145/GCA_001185145.1/genes/GCA_001185145.1_ASM118514v1.augustus.gtf.gz
Babesia microti strain ATCC 30222	INSDC	GCA_001650055.1	no	234	0	0	Babesia microti	strain ATCC 30222	PiroplasmaDB	5868	GCA_001650055.1_ASM165005v1	GCA_001650055.1		False	Babesia microti	apicomplexans B.microti (ATCC 30222 2016)	https://genome.ucsc.edu/h/GCA_001650055.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/001/650/055/GCA_001650055.1/genes/GCA_001650055.1_ASM165005v1.augustus.gtf.gz
Babesia microti strain ATCC PRA-99	GenBank	GCA_001650065.1	no	82	0	0	Babesia microti	strain ATCC PRA-99	PiroplasmaDB	5868	GCA_001650065.1_ASM165006v1	GCA_001650065.1		False	Babesia microti	apicomplexans B.microti (ATCC PRA-99 2016)	https://genome.ucsc.edu/h/GCA_001650065.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/001/650/065/GCA_001650065.1/genes/GCA_001650065.1_ASM165006v1.augustus.gtf.gz
Babesia microti strain GI	INSDC	GCA_001650105.1	no	140	0	0	Babesia microti	strain GI	PiroplasmaDB	5868	GCA_001650105.1_ASM165010v1	GCA_001650105.1		False	Babesia microti	apicomplexans B.microti (GI 2016)	https://genome.ucsc.edu/h/GCA_001650105.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/001/650/105/GCA_001650105.1/genes/GCA_001650105.1_ASM165010v1.augustus.gtf.gz
Babesia microti strain GreenwichYale_Lab_strain_1	INSDC	GCA_001650075.1	no	250	0	0	Babesia microti	strain GreenwichYale_Lab_strain_1	PiroplasmaDB	5868	GCA_001650075.1_ASM165007v1	GCA_001650075.1		False	Babesia microti	apicomplexans B.microti (GreenwichYale_Lab_strain_1 2016)	https://genome.ucsc.edu/h/GCA_001650075.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/001/650/075/GCA_001650075.1/genes/GCA_001650075.1_ASM165007v1.augustus.gtf.gz
Babesia microti Nan_Hs_2011_N11-50	INSDC	GCA_001650145.1	no	131	0	0	Babesia microti	Nan_Hs_2011_N11-50	PiroplasmaDB	5868	GCA_001650145.1_ASM165014v1	GCA_001650145.1		False	Babesia microti	apicomplexans B.microti (Nan_Hs_2011_N11-50 2016)	https://genome.ucsc.edu/h/GCA_001650145.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/001/650/145/GCA_001650145.1/genes/GCA_001650145.1_ASM165014v1.augustus.gtf.gz
Babesia microti strain Naushon	INSDC	GCA_001650135.1	no	131	0	0	Babesia microti	strain Naushon	PiroplasmaDB	5868	GCA_001650135.1_ASM165013v1	GCA_001650135.1		False	Babesia microti	apicomplexans B.microti (Naushon 2016)	https://genome.ucsc.edu/h/GCA_001650135.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/001/650/135/GCA_001650135.1/genes/GCA_001650135.1_ASM165013v1.augustus.gtf.gz
Blastocrithidia nonstop P57	INSDC	GCA_028554745.1	yes	0	77	0	Blastocrithidia nonstop	P57	TriTrypDB	2592485	GCA_028554745.1_ASM2855474v1	GCA_028554745.1		False	Blastocrithidia sp. p57	Blastocrithidia sp. (p57 2023)	https://genome.ucsc.edu/h/GCA_028554745.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/028/554/745/GCA_028554745.1/genes/GCA_028554745.1_ASM2855474v1.augustus.gtf.gz
Babesia ovata strain Miyake	GenBank	GCA_002897235.1	yes	91	0	0	Babesia ovata	strain Miyake	PiroplasmaDB	189622	GCF_002897235.1_Bovata_7.1	GCA_002897235.1	GCF_002897235.1	True	Babesia ovata	apicomplexans B.ovata (Miyake 2017)	https://genome.ucsc.edu/h/GCF_002897235.1	
Blastomyces percursus strain EI222	INSDC	GCA_001883805.1	yes	0	3868	0	Blastomyces percursus	strain EI222	FungiDB	1658174	GCA_001883805.1_Blas_perc_EI222_V1	GCA_001883805.1		False	Blastomyces percursus	ascomycetes B.percursus (EI222 2016)	https://genome.ucsc.edu/h/GCA_001883805.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/001/883/805/GCA_001883805.1/genes/GCA_001883805.1_Blas_perc_EI222_V1.augustus.gtf.gz
Bodo saltans strain Lake Konstanz	GenBank	GCA_001460835.1	yes	0	2256	0	Bodo saltans	strain Lake Konstanz	TriTrypDB	75058	GCA_001460835.1_BSAL	GCA_001460835.1		False	Bodo saltans	Bodo saltans (Lake Konstanz 2015)	https://genome.ucsc.edu/h/GCA_001460835.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/001/460/835/GCA_001460835.1/genes/GCA_001460835.1_BSAL.augustus.gtf.gz
Babesia sp. Xinjiang Xinjiang	GenBank	GCA_002095265.1	yes	0	215	0	Babesia sp. Xinjiang	Xinjiang	PiroplasmaDB	462227	GCF_002095265.1_B_xinjiang1.0	GCA_002095265.1	GCF_002095265.1	True	Babesia sp. Xinjiang	apicomplexans B.sp. (Xinjiang 2017)	https://genome.ucsc.edu/h/GCF_002095265.1	
Cryptosporidium andersoni isolate 30847	GenBank	GCA_001865355.1	yes	135	0	0	Cryptosporidium andersoni	isolate 30847	CryptoDB	117008	GCF_001865355.1_ASM186535v1	GCA_001865355.1	GCF_001865355.1	True	Cryptosporidium andersoni	apicomplexans C.andersoni (30847 2016)	https://genome.ucsc.edu/h/GCF_001865355.1	
Candida auris strain 6684	INSDC	GCA_001189475.1	no	0	99	0	[Candida] auris	6684	FungiDB	498019	GCF_001189475.1_ASM118947v1	GCA_001189475.1	GCF_001189475.1	True	Candida auris	budding yeast C.auris (6684 2015 refseq)	https://genome.ucsc.edu/h/GCF_001189475.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/001/189/475/GCA_001189475.1/genes/GCA_001189475.1_ASM118947v1.augustus.gtf.gz
Candida auris strain B11220	INSDC	GCA_003013715.2	no	0	0	7	[Candida] auris	B11220	FungiDB	498019	GCF_003013715.1_ASM301371v2	GCA_003013715.2	GCF_003013715.1	True	Candidozyma auris	budding yeast C.auris (B11220 2019)	https://genome.ucsc.edu/h/GCF_003013715.1	
Candida auris strain B11221	INSDC	GCA_002775015.1	no	0	20	0	[Candida] auris	B11221	FungiDB	498019	GCF_002775015.1_Cand_auris_B11221_V1	GCA_002775015.1	GCF_002775015.1	True	Candida auris	budding yeast C.auris (B11221 2017 refseq)	https://genome.ucsc.edu/h/GCF_002775015.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/002/775/015/GCA_002775015.1/genes/GCA_002775015.1_Cand_auris_B11221_V1.augustus.gtf.gz
Candida auris strain B11243	INSDC	GCA_003014415.1	no	0	238	0	[Candida] auris	B11243	FungiDB	498019	GCA_003014415.1_Cand_auris_B11243	GCA_003014415.1		False	Candidozyma auris	budding yeast C.auris (B11243 2018)	https://genome.ucsc.edu/h/GCA_003014415.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/003/014/415/GCA_003014415.1/genes/GCA_003014415.1_Cand_auris_B11243.augustus.gtf.gz
Candida auris strain B11245	INSDC	GCA_008275145.1	no	0	0	7	[Candida] auris	B11245	FungiDB	498019	GCA_008275145.1_ASM827514v1	GCA_008275145.1		False	Candidozyma auris	budding yeast C.auris (B11245 2019)	https://genome.ucsc.edu/h/GCA_008275145.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/008/275/145/GCA_008275145.1/genes/GCA_008275145.1_ASM827514v1.augustus.gtf.gz
Cryptosporidium baileyi TAMU-09Q1	GenBank	GCA_001593455.1	yes	153	0	0	Cryptosporidium baileyi	TAMU-09Q1	CryptoDB	27987	GCA_001593455.1_CryBaiTAMU-09Q1-1.0	GCA_001593455.1		False	Cryptosporidium baileyi	apicomplexans C.baileyi (TAMU-09Q1 2016)	https://genome.ucsc.edu/h/GCA_001593455.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/001/593/455/GCA_001593455.1/genes/GCA_001593455.1_CryBaiTAMU-09Q1-1.0.augustus.gtf.gz
Cryptosporidium bovis isolate 45015	INSDC	GCA_009768925.2	yes	0	55	0	Cryptosporidium bovis	isolate 45015	CryptoDB	310047	GCF_009768925.1_ASM976892v2	GCA_009768925.2	GCF_009768925.1	True	Cryptosporidium bovis	apicomplexans C.bovis (45015 2021)	https://genome.ucsc.edu/h/GCF_009768925.1	
Cladophialophora carrionii KSF	GenBank	GCA_001700775.1	yes	22	0	0	Cladophialophora carrionii	KSF	FungiDB	86049	GCA_001700775.1_ASM170077v1	GCA_001700775.1		False	Cladophialophora carrionii	ascomycetes C.carrionii (KSF 2016)	https://genome.ucsc.edu/h/GCA_001700775.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/001/700/775/GCA_001700775.1/genes/GCA_001700775.1_ASM170077v1.augustus.gtf.gz
Cyclospora cayetanensis strain CHN_HEN01	GenBank	GCA_000769155.2	yes	2297	0	0	Cyclospora cayetanensis	strain CHN_HEN01	ToxoDB	88456	GCF_000769155.1_ASM76915v2	GCA_000769155.2	GCF_000769155.1	True	Cyclospora cayetanensis	apicomplexans C.cayetanensis (CHN_HEN01 2016)	https://genome.ucsc.edu/h/GCF_000769155.1	
Cyclospora cayetanensis isolate NF1_C8	GenBank	GCF_002999335.1	no	738	0	0	Cyclospora cayetanensis	isolate NF1_C8	ToxoDB	88456	GCF_002999335.1_CcayRef3	GCA_002999335.1	GCF_002999335.1	True	Cyclospora cayetanensis	apicomplexans C.cayetanensis (NF1_C8 2018)	https://genome.ucsc.edu/h/GCF_002999335.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/002/999/335/GCF_002999335.1/genes/GCF_002999335.1_CcayRef3.ncbiRefSeq.gtf.gz
Cryptococcus cf. gattii MF34	INSDC	GCA_009650685.1	yes	0	2	13	Cryptococcus cf. gattii	MF34	FungiDB	2268382	GCA_009650685.1_Cryp_gatt_MF34	GCA_009650685.1		False	Cryptococcus gattii VGV	basidiomycetes C.gattii VGV (MF34 2019)	https://genome.ucsc.edu/h/GCA_009650685.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/009/650/685/GCA_009650685.1/genes/GCA_009650685.1_Cryp_gatt_MF34.augustus.gtf.gz
Coprinopsis cinerea #326	INSDC	GCA_016772295.1	no	0	31	0	Coprinopsis cinerea	#326	FungiDB	1132390	GCA_016772295.1_ASM1677229v1	GCA_016772295.1		False	Coprinopsis cinerea AmutBmut pab1-1	basidiomycetes C.cinerea (A43mut B43mut pab1-1 #326 2021)	https://genome.ucsc.edu/h/GCA_016772295.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/016/772/295/GCA_016772295.1/genes/GCA_016772295.1_ASM1677229v1.augustus.gtf.gz
Curvularia clavata yc1106	INSDC	GCA_023920165.1	yes	0	0	8	Curvularia clavata	yc1106	FungiDB	95742	GCA_023920165.1_ASM2392016v1	GCA_023920165.1		False	Curvularia clavata	ascomycetes C.clavata (yc1106 2022)	https://genome.ucsc.edu/h/GCA_023920165.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/023/920/165/GCA_023920165.1/genes/GCA_023920165.1_ASM2392016v1.augustus.gtf.gz
Cucumispora dikerogammari Dv6	INSDC	GCA_014805705.1	yes	0	7783	0	Cucumispora dikerogammari	Dv6	MicrosporidiaDB	658444	GCA_014805705.1_ASM1480570v1	GCA_014805705.1		False	Cucumispora dikerogammari	microsporidians C.dikerogammari (Dv6 2020)	https://genome.ucsc.edu/h/GCA_014805705.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/014/805/705/GCA_014805705.1/genes/GCA_014805705.1_ASM1480570v1.augustus.gtf.gz
Candida duobushaemulonis strain B09383	GenBank	GCA_002926085.1	yes	7	0	0	[Candida] duobushaemulonis	B09383	FungiDB	1231522	GCF_002926085.2_CanDuoHae_v1.0	GCA_002926085.1	GCF_002926085.2	True	Candidozyma duobushaemuli	budding yeast C.duobushaemulonis	https://genome.ucsc.edu/h/GCF_002926085.2	
Cyberlindnera fabianii 65	INSDC	GCA_001983305.1	yes	0	25	0	Cyberlindnera fabianii	65	FungiDB	36022	GCA_001983305.1_ASM198330v1	GCA_001983305.1		False	Cyberlindnera fabianii	budding yeast C.fabianii (65 2017)	https://genome.ucsc.edu/h/GCA_001983305.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/001/983/305/GCA_001983305.1/genes/GCA_001983305.1_ASM198330v1.augustus.gtf.gz
Crithidia fasciculata strain Cf-Cl	GenBank	GCA_000331325.2	yes	0	427	30	Crithidia fasciculata	strain Cf-Cl	TriTrypDB	5656	GCA_000331325.2_Crithidia_fasciculata-14.0	GCA_000331325.2		False	Crithidia fasciculata	Crithidia fasciculata (Cf-Cl 2015)	https://genome.ucsc.edu/h/GCA_000331325.2	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/331/325/GCA_000331325.2/genes/GCA_000331325.2_Crithidia_fasciculata-14.0.augustus.gtf.gz
Cytauxzoon felis strain Winnie	INSDC	GCA_020283715.1	yes	0	358	0	Cytauxzoon felis	strain Winnie	PiroplasmaDB	27996	GCA_020283715.1_ASM2028371v1	GCA_020283715.1		False	Cytauxzoon felis	apicomplexans C.felis (Winnie 2021)	https://genome.ucsc.edu/h/GCA_020283715.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/020/283/715/GCA_020283715.1/genes/GCA_020283715.1_ASM2028371v1.augustus.gtf.gz
Candida haemulonis B11899	GenBank	GCA_002926055.1	yes	11	0	0	[Candida] haemuloni	B11899	FungiDB	45357	GCF_002926055.2_CanHae_1.0	GCA_002926055.1	GCF_002926055.2	True	Candidozyma haemuli	budding yeast C.haemuloni	https://genome.ucsc.edu/h/GCF_002926055.2	
Cryptosporidium hominis isolate 30976	GenBank	GCA_001483515.1	no	53	0	0	Cryptosporidium hominis	isolate 30976	CryptoDB	237895	GCA_001483515.1_ASM148351v1	GCA_001483515.1		False	Cryptosporidium hominis	apicomplexans C.hominis (30976 2015)	https://genome.ucsc.edu/h/GCA_001483515.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/001/483/515/GCA_001483515.1/genes/GCA_001483515.1_ASM148351v1.augustus.gtf.gz
Cryptosporidium hominis 37999	GenBank	GCA_000804495.1	no	78	0	0	Cryptosporidium hominis	37999	CryptoDB	237895	GCA_000804495.1_ASM80449v1	GCA_000804495.1		False	Cryptosporidium hominis	apicomplexans C.hominis (37999 2014)	https://genome.ucsc.edu/h/GCA_000804495.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/804/495/GCA_000804495.1/genes/GCA_000804495.1_ASM80449v1.augustus.gtf.gz
Cryptosporidium hominis isolate TU502_2012	GenBank	GCA_001593465.1	no	119	0	0	Cryptosporidium hominis	isolate TU502_2012	CryptoDB	237895	GCA_001593465.1_CryHomTU502-1.0	GCA_001593465.1		False	Cryptosporidium hominis	apicomplexans C.hominis (TU502_2012 2016)	https://genome.ucsc.edu/h/GCA_001593465.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/001/593/465/GCA_001593465.1/genes/GCA_001593465.1_CryHomTU502-1.0.augustus.gtf.gz
Cryptosporidium hominis UKH1	GenBank	GCA_001593475.1	no	156	0	0	Cryptosporidium hominis	UKH1	CryptoDB	237895	GCA_001593475.1_CryHomUKH1-1.0	GCA_001593475.1		False	Cryptosporidium hominis	apicomplexans C.hominis (UKH1 2016)	https://genome.ucsc.edu/h/GCA_001593475.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/001/593/475/GCA_001593475.1/genes/GCA_001593475.1_CryHomUKH1-1.0.augustus.gtf.gz
Cryptosporidium hominis UdeA01	GenBank	GCA_002223825.1	no	0	0	8	Cryptosporidium hominis	UdeA01	CryptoDB	237895	GCA_002223825.1_C.hominis.v1	GCA_002223825.1		False	Cryptosporidium hominis	apicomplexans C.hominis (2015)	https://genome.ucsc.edu/h/GCA_002223825.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/002/223/825/GCA_002223825.1/genes/GCA_002223825.1_C.hominis.v1.augustus.gtf.gz
Cladophialophora immunda strain CBS 83496	GenBank	GCA_000835495.1	yes	0	277	0	Cladophialophora immunda	strain CBS 83496	FungiDB	569365	GCF_000835495.1_Clad_immu_CBS83496_V1	GCA_000835495.1	GCF_000835495.1	True	Cladophialophora immunda	ascomycetes C.immunda	https://genome.ucsc.edu/h/GCF_000835495.1	
Coccidioides immitis WA_211	INSDC	GCA_004115165.2	no	0	62	0	Coccidioides immitis	WA_211	FungiDB	5501	GCA_004115165.2_Cimm211_ragoo	GCA_004115165.2		False	Coccidioides immitis	ascomycetes C.immitis (WA_211 2019)	https://genome.ucsc.edu/h/GCA_004115165.2	https://hgdownload.soe.ucsc.edu/hubs/GCA/004/115/165/GCA_004115165.2/genes/GCA_004115165.2_Cimm211_ragoo.augustus.gtf.gz
Cimex lectularius Harlan	INSDC	GCA_000648675.3	yes	1156	417	0	Cimex lectularius	Harlan	VectorBase	79782	GCF_000648675.2_Clec_2.1	GCA_000648675.3	GCF_000648675.2	False	Cimex lectularius	bed bug	https://genome.ucsc.edu/h/GCF_000648675.2	
Canis lupus familiaris isolate SID07034	INSDC	GCA_014441545.1	yes	0	336	40	Canis lupus	familiaris isolate SID07034	HostDB	9615	GCF_014441545.1_ROS_Cfam_1.0	GCA_014441545.1	GCF_014441545.1	False	Canis lupus familiaris	dog (labrador SID07034 2020)	https://genome.ucsc.edu/h/GCF_014441545.1	
Cryptosporidium meleagridis strain UKMEL1	GenBank	GCA_001593445.1	yes	57	0	0	Cryptosporidium meleagridis	strain UKMEL1	CryptoDB	93969	GCA_001593445.1_CryMelUKMEL1-1.0	GCA_001593445.1		False	Cryptosporidium meleagridis	apicomplexans C.meleagridis (UKMEL1 2016)	https://genome.ucsc.edu/h/GCA_001593445.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/001/593/445/GCA_001593445.1/genes/GCA_001593445.1_CryMelUKMEL1-1.0.augustus.gtf.gz
Candida metapsilosis BP57	INSDC	GCA_017655625.1	yes	0	9	0	Candida metapsilosis	BP57	FungiDB	273372	GCA_017655625.1_BP57	GCA_017655625.1	GCF_017655625.1	True	Candida metapsilosis	budding yeast C.metapsilosis (2021)	https://genome.ucsc.edu/h/GCA_017655625.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/017/655/625/GCA_017655625.1/genes/GCA_017655625.1_BP57.augustus.gtf.gz
Cordyceps militaris ATCC 34164	INSDC	GCA_008080495.1	yes	0	0	7	Cordyceps militaris	ATCC 34164	FungiDB	73501	GCA_008080495.1_ASM808049v1	GCA_008080495.1		False	Cordyceps militaris	ascomycetes C.militaris (ATCC 34164 2017)	https://genome.ucsc.edu/h/GCA_008080495.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/008/080/495/GCA_008080495.1/genes/GCA_008080495.1_ASM808049v1.augustus.gtf.gz
Cryptococcus neoformans var. grubii H99 2018	INSDC	GCA_003011985.1	no	0	14	0	Cryptococcus neoformans	var. grubii H99 2018	FungiDB	178876	GCA_003011985.1_ASM301198v1	GCA_003011985.1		False	Cryptococcus neoformans var. grubii	basidiomycetes C.neoformans var. grubii (H99 2018)	https://genome.ucsc.edu/h/GCA_003011985.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/003/011/985/GCA_003011985.1/genes/GCA_003011985.1_ASM301198v1.augustus.gtf.gz
Cryptococcus neoformans var. grubii KN99	GenBank	GCA_002216725.1	no	0	0	14	Cryptococcus neoformans	var. grubii KN99	FungiDB	178876	GCA_002216725.1_ASM221672v1	GCA_002216725.1		False	Cryptococcus neoformans var. grubii	basidiomycetes C.neoformans var. grubii (KN99 2017)	https://genome.ucsc.edu/h/GCA_002216725.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/002/216/725/GCA_002216725.1/genes/GCA_002216725.1_ASM221672v1.augustus.gtf.gz
Cryptococcus neoformans strain:VNII	INSDC	GCA_022832995.1	no	0	0	14	Cryptococcus neoformans	strain:VNII	FungiDB	5207	GCA_022832995.1_ASM2283299v1	GCA_022832995.1		False	Cryptococcus neoformans	basidiomycetes C.neoformans (VNII 2022)	https://genome.ucsc.edu/h/GCA_022832995.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/022/832/995/GCA_022832995.1/genes/GCA_022832995.1_ASM2283299v1.augustus.gtf.gz
Cryptosporidium parvum 2022	INSDC	GCA_019844115.2	no	0	0	8	Cryptosporidium parvum	2022	CryptoDB	5807	GCA_019844115.2_ASM1984411v2	GCA_019844115.2		False	Cryptosporidium parvum	apicomplexans C.parvum (2021)	https://genome.ucsc.edu/h/GCA_019844115.2	https://hgdownload.soe.ucsc.edu/hubs/GCA/019/844/115/GCA_019844115.2/genes/GCA_019844115.2_ASM1984411v2.augustus.gtf.gz
Cryptosporidium parvum IOWA-ATCC	GenBank	GCA_015245375.1	no	0	0	8	Cryptosporidium parvum	IOWA-ATCC	CryptoDB	5807	GCA_015245375.1_ASM1524537v1	GCA_015245375.1		False	Cryptosporidium parvum	apicomplexans C.parvum (IOWA-ATCC 2020)	https://genome.ucsc.edu/h/GCA_015245375.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/015/245/375/GCA_015245375.1/genes/GCA_015245375.1_ASM1524537v1.augustus.gtf.gz
Cavia porcellus 2N	INSDC	GCA_000151735.1	yes	0	3143	0	Cavia porcellus	2N	HostDB	10141	GCF_000151735.1_Cavpor3.0	GCA_000151735.1	GCF_000151735.1	False	Cavia porcellus	domestic guinea pig (2N 2008 refseq)	https://genome.ucsc.edu/h/GCF_000151735.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/151/735/GCA_000151735.1/genes/GCA_000151735.1_Cavpor3.0.ncbiRefSeq.gtf.gz
Coccidioides posadasii strain Silveira 2022	INSDC	GCA_018416015.2	no	0	0	8	Coccidioides posadasii	strain Silveira 2022	FungiDB	443226	GCA_018416015.2_ASM1841601v2	GCA_018416015.2	GCF_018416015.1	False	Coccidioides posadasii str. Silveira	ascomycetes C.posadasii str. (Silveira 2022)	https://genome.ucsc.edu/h/GCA_018416015.2	https://hgdownload.soe.ucsc.edu/hubs/GCA/018/416/015/GCA_018416015.2/genes/GCA_018416015.2_ASM1841601v2.augustus.gtf.gz
Candida pseudohaemulonii strain B12108	INSDC	GCA_003013735.1	yes	0	36	0	[Candida] pseudohaemulonis	B12108	FungiDB	418784	GCF_003013735.1_Cand_pseudohaemulonii_B12108	GCA_003013735.1	GCF_003013735.1	True	Candidozyma pseudohaemuli	budding yeast C.pseudohaemulonis	https://genome.ucsc.edu/h/GCF_003013735.1	
Chrysosporium queenslandicum isolate CBS 280.77	GenBank	GCA_001430955.1	yes	2724	0	0	Chrysosporium queenslandicum	isolate CBS 280.77	FungiDB	264361	GCA_001430955.1_ASM143095v1	GCA_001430955.1		False	Chrysosporium queenslandicum	ascomycetes C.queenslandicum (CBS 280.77 2015)	https://genome.ucsc.edu/h/GCA_001430955.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/001/430/955/GCA_001430955.1/genes/GCA_001430955.1_ASM143095v1.augustus.gtf.gz
Culex quinquefasciatus JHB 2020	INSDC	GCA_015732765.1	yes	53	0	3	Culex quinquefasciatus	JHB 2020	VectorBase	7176	GCF_015732765.1_VPISU_Cqui_1.0_pri_paternal	GCA_015732765.1	GCF_015732765.1	False	Culex quinquefasciatus	southern house mosquito	https://genome.ucsc.edu/h/GCF_015732765.1	
Culex quinquefasciatus Johannesburg	INSDC	GCA_000209185.1	no	0	3171	0	Culex quinquefasciatus	Johannesburg	VectorBase	7176	GCF_000209185.1_CulPip1.0	GCA_000209185.1	GCF_000209185.1	True	Culex quinquefasciatus	southern house mosquito (JHB 2007)	https://genome.ucsc.edu/h/GCF_000209185.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/209/185/GCA_000209185.1/genes/GCA_000209185.1_CulPip1.0.augustus.gtf.gz
Cryptosporidium ryanae 45019	INSDC	GCA_009792415.2	yes	0	93	0	Cryptosporidium ryanae	45019	CryptoDB	515981	GCF_009792415.1_ASM979241v2	GCA_009792415.2	GCF_009792415.1	True	Cryptosporidium ryanae	apicomplexans C.ryanae (45019 2022)	https://genome.ucsc.edu/h/GCF_009792415.1	
Cryptosporidium sp. chipmunk genotype I strain 37763	INSDC	GCA_004936735.2	yes	0	50	0	Cryptosporidium sp. chipmunk genotype I	strain 37763	CryptoDB	1280935	GCA_004936735.2_CCh_genotype_I	GCA_004936735.2	GCF_004936735.1	True	Cryptosporidium sp. chipmunk genotype I	apicomplexans C.sp. chipmunk genotype I (37763 2021)	https://genome.ucsc.edu/h/GCA_004936735.2	https://hgdownload.soe.ucsc.edu/hubs/GCA/004/936/735/GCA_004936735.2/genes/GCA_004936735.2_CCh_genotype_I.augustus.gtf.gz
